year,county,nonbank_loans,bank_loans
2009,26143,15.0,27.0
2010,26143,22.0,20.0
2011,26143,26.0,19.0
2012,26143,37.0,30.0
2013,26143,33.0,25.0
2014,26143,42.0,26.0
2015,26143,33.0,28.0
2016,26143,31.0,23.0
2006,26145,295.0,322.0
2007,26145,329.0,302.0
2008,26145,335.0,249.0
2009,26145,338.0,219.0
2010,26145,322.0,218.0
2011,26145,359.0,250.0
2012,26145,380.0,271.0
2013,26145,355.0,253.0
2014,26145,321.0,285.0
2015,26145,323.0,244.0
2016,26145,332.0,305.0
2006,26147,281.0,246.0
2007,26147,310.0,217.0
2008,26147,275.0,159.0
2009,26147,230.0,115.0
2010,26147,259.0,111.0
2011,26147,317.0,141.0
2012,26147,334.0,178.0
2013,26147,352.0,184.0
2014,26147,412.0,197.0
2015,26147,393.0,230.0
2016,26147,347.0,246.0
2006,26149,213.0,99.0
2007,26149,199.0,99.0
2008,26149,208.0,97.0
2009,26149,170.0,76.0
2010,26149,164.0,62.0
2011,26149,192.0,72.0
2012,26149,291.0,84.0
2013,26149,272.0,98.0
2014,26149,246.0,82.0
2015,26149,257.0,73.0
2016,26149,274.0,95.0
2006,26151,227.0,140.0
2007,26151,213.0,110.0
2008,26151,263.0,111.0
2009,26151,244.0,95.0
2010,26151,272.0,80.0
2011,26151,366.0,98.0
2012,26151,459.0,94.0
2013,26151,452.0,109.0
2014,26151,397.0,101.0
2015,26151,321.0,99.0
2016,26151,289.0,110.0
2006,26153,17.0,28.0
2007,26153,22.0,24.0
2008,26153,23.0,35.0
2009,26153,15.0,32.0
2010,26153,16.0,30.0
2011,26153,27.0,19.0
2012,26153,12.0,35.0
2013,26153,19.0,34.0
2014,26153,23.0,32.0
2015,26153,37.0,28.0
2016,26153,30.0,21.0
2006,26155,184.0,70.0
2007,26155,168.0,69.0
2008,26155,176.0,52.0
2009,26155,134.0,58.0
2010,26155,203.0,47.0
2011,26155,216.0,50.0
2012,26155,247.0,84.0
2013,26155,245.0,68.0
2014,26155,227.0,83.0
2015,26155,156.0,69.0
2016,26155,147.0,91.0
2006,26157,195.0,104.0
2007,26157,171.0,98.0
2008,26157,180.0,127.0
2009,26157,206.0,72.0
2010,26157,193.0,76.0
2011,26157,270.0,94.0
2012,26157,294.0,98.0
2013,26157,267.0,90.0
2014,26157,288.0,91.0
2015,26157,218.0,91.0
2016,26157,170.0,118.0
2006,26159,181.0,97.0
2007,26159,157.0,91.0
2008,26159,130.0,91.0
2009,26159,143.0,80.0
2010,26159,113.0,73.0
2011,26159,164.0,88.0
2012,26159,167.0,70.0
2013,26159,228.0,95.0
2014,26159,203.0,111.0
2015,26159,192.0,83.0
2016,26159,166.0,95.0
2006,26161,603.0,403.0
2007,26161,589.0,409.0
2008,26161,520.0,350.0
2009,26161,580.0,271.0
2010,26161,443.0,267.0
2011,26161,555.0,340.0
2012,26161,660.0,415.0
2013,26161,572.0,429.0
2014,26161,639.0,363.0
2015,26161,652.0,449.0
2016,26161,571.0,395.0
2006,26163,2400.0,1529.0
2007,26163,2470.0,1343.0
2008,26163,2604.0,1171.0
2009,26163,2464.0,901.0
2010,26163,2023.0,854.0
2011,26163,2211.0,1264.0
2012,26163,2260.0,1333.0
2013,26163,2604.0,1443.0
2014,26163,2708.0,1518.0
2015,26163,2922.0,1409.0
2016,26163,2783.0,1468.0
2006,26165,90.0,46.0
2007,26165,79.0,54.0
2008,26165,90.0,61.0
2009,26165,82.0,44.0
2010,26165,81.0,28.0
2011,26165,80.0,38.0
2012,26165,93.0,47.0
2013,26165,108.0,57.0
2014,26165,103.0,41.0
2015,26165,111.0,48.0
2016,26165,94.0,49.0
2006,27001,41.0,57.0
2007,27001,27.0,39.0
2008,27001,33.0,31.0
2009,27001,25.0,37.0
2010,27001,41.0,42.0
2011,27001,31.0,56.0
2012,27001,30.0,46.0
2013,27001,41.0,58.0
2014,27001,42.0,67.0
2015,27001,34.0,77.0
2016,27001,34.0,84.0
2006,27003,448.0,525.0
2007,27003,467.0,550.0
2008,27003,431.0,429.0
2009,27003,344.0,362.0
2010,27003,323.0,301.0
2011,27003,401.0,440.0
2012,27003,448.0,494.0
2013,27003,464.0,567.0
2014,27003,557.0,604.0
2015,27003,586.0,513.0
2016,27003,514.0,627.0
2006,27005,131.0,158.0
2007,27005,180.0,175.0
2008,27005,166.0,138.0
2009,27005,156.0,123.0
2010,27005,156.0,94.0
2011,27005,195.0,145.0
2012,27005,162.0,158.0
2013,27005,204.0,155.0
2014,27005,177.0,162.0
2015,27005,101.0,162.0
2016,27005,147.0,168.0
2006,27007,82.0,199.0
2007,27007,95.0,161.0
2008,27007,67.0,127.0
2009,27007,69.0,129.0
2010,27007,63.0,145.0
2011,27007,64.0,133.0
2012,27007,93.0,179.0
2013,27007,122.0,145.0
2014,27007,107.0,159.0
2015,27007,126.0,161.0
2016,27007,126.0,152.0
2006,27009,162.0,125.0
2007,27009,130.0,156.0
2008,27009,147.0,95.0
2009,27009,150.0,87.0
2010,27009,129.0,97.0
2011,27009,194.0,113.0
2012,27009,185.0,138.0
2013,27009,179.0,147.0
2014,27009,163.0,148.0
2015,27009,142.0,142.0
2016,27009,141.0,154.0
2006,27011,67.0,38.0
2007,27011,93.0,29.0
2008,27011,81.0,25.0
2009,27011,83.0,34.0
2010,27011,107.0,27.0
2011,27011,89.0,34.0
2012,27011,100.0,46.0
2013,27011,89.0,49.0
2014,27011,79.0,45.0
2015,27011,94.0,34.0
2016,27011,70.0,32.0
2006,27013,263.0,227.0
2007,27013,241.0,200.0
2008,27013,283.0,166.0
2009,27013,342.0,150.0
2010,27013,270.0,141.0
2011,27013,273.0,178.0
2012,27013,289.0,162.0
2013,27013,381.0,183.0
2014,27013,300.0,201.0
2015,27013,232.0,193.0
2016,27013,239.0,193.0
2006,27015,261.0,183.0
2007,27015,262.0,182.0
2008,27015,238.0,129.0
2009,27015,257.0,103.0
2010,27015,224.0,116.0
2011,27015,260.0,118.0
2012,27015,257.0,148.0
2013,27015,262.0,184.0
2014,27015,251.0,129.0
2015,27015,251.0,126.0
2016,27015,183.0,115.0
2006,27017,59.0,91.0
2007,27017,38.0,80.0
2008,27017,45.0,75.0
2009,27017,64.0,72.0
2010,27017,54.0,41.0
2011,27017,65.0,83.0
2012,27017,88.0,64.0
2013,27017,91.0,92.0
2014,27017,90.0,89.0
2015,27017,88.0,97.0
2016,27017,80.0,127.0
2006,27019,243.0,245.0
2007,27019,262.0,257.0
2008,27019,246.0,259.0
2009,27019,178.0,199.0
2010,27019,207.0,170.0
2011,27019,236.0,243.0
2012,27019,233.0,270.0
2013,27019,295.0,291.0
2014,27019,274.0,282.0
2015,27019,259.0,280.0
2016,27019,242.0,238.0
2006,27021,75.0,119.0
2007,27021,59.0,105.0
2008,27021,53.0,86.0
2009,27021,43.0,93.0
2010,27021,34.0,69.0
2011,27021,38.0,78.0
2012,27021,60.0,84.0
2013,27021,54.0,112.0
2014,27021,65.0,97.0
2015,27021,73.0,94.0
2016,27021,63.0,108.0
2006,27023,134.0,87.0
2007,27023,169.0,75.0
2008,27023,105.0,44.0
2009,27023,134.0,51.0
2010,27023,159.0,60.0
2011,27023,123.0,64.0
2012,27023,109.0,77.0
2013,27023,152.0,65.0
2014,27023,108.0,51.0
2015,27023,88.0,56.0
2016,27023,74.0,42.0
2006,27025,100.0,122.0
2007,27025,120.0,129.0
2008,27025,121.0,86.0
2009,27025,73.0,75.0
2010,27025,97.0,68.0
2011,27025,113.0,73.0
2012,27025,136.0,118.0
2013,27025,148.0,131.0
2014,27025,142.0,145.0
2015,27025,158.0,130.0
2016,27025,135.0,163.0
2006,27027,213.0,187.0
2007,27027,271.0,201.0
2008,27027,270.0,205.0
2009,27027,262.0,154.0
2010,27027,274.0,132.0
2011,27027,328.0,171.0
2012,27027,332.0,174.0
2013,27027,369.0,193.0
2014,27027,344.0,172.0
2015,27027,329.0,193.0
2016,27027,312.0,184.0
2006,27029,56.0,70.0
2007,27029,39.0,47.0
2008,27029,67.0,56.0
2009,27029,37.0,55.0
2010,27029,37.0,36.0
2011,27029,79.0,63.0
2012,27029,82.0,59.0
2013,27029,65.0,58.0
2014,27029,77.0,72.0
2015,27029,90.0,47.0
2016,27029,59.0,49.0
2006,27031,11.0,20.0
2007,27031,9.0,14.0
2008,27031,9.0,9.0
2009,27031,11.0,13.0
2010,27031,5.0,11.0
2011,27031,6.0,16.0
2012,27031,8.0,14.0
2013,27031,8.0,16.0
2014,27031,12.0,19.0
2015,27031,22.0,20.0
2016,27031,16.0,18.0
2006,27033,194.0,86.0
2007,27033,177.0,51.0
2008,27033,134.0,49.0
2009,27033,157.0,51.0
2010,27033,162.0,45.0
2011,27033,182.0,60.0
2012,27033,209.0,62.0
2013,27033,176.0,57.0
2014,27033,161.0,50.0
2015,27033,108.0,51.0
2016,27033,86.0,42.0
2006,27035,136.0,228.0
2007,27035,148.0,232.0
2008,27035,142.0,207.0
2009,27035,122.0,164.0
2010,27035,122.0,168.0
2011,27035,201.0,168.0
2012,27035,173.0,242.0
2013,27035,179.0,226.0
2014,27035,176.0,281.0
2015,27035,154.0,287.0
2016,27035,186.0,310.0
2006,27037,859.0,798.0
2007,27037,901.0,942.0
2008,27037,775.0,781.0
2009,27037,655.0,715.0
2010,27037,787.0,665.0
2011,27037,916.0,712.0
2012,27037,1045.0,791.0
2013,27037,968.0,845.0
2014,27037,884.0,888.0
2015,27037,749.0,872.0
2016,27037,696.0,854.0
2006,27039,106.0,167.0
2007,27039,97.0,240.0
2008,27039,97.0,223.0
2009,27039,114.0,102.0
2010,27039,124.0,97.0
2011,27039,135.0,48.0
2012,27039,117.0,53.0
2013,27039,140.0,60.0
2014,27039,137.0,82.0
2015,27039,148.0,70.0
2016,27039,91.0,66.0
2006,27041,134.0,612.0
2007,27041,205.0,608.0
2008,27041,212.0,614.0
2009,27041,148.0,445.0
2010,27041,120.0,264.0
2011,27041,186.0,229.0
2012,27041,247.0,289.0
2013,27041,196.0,240.0
2014,27041,201.0,214.0
2015,27041,179.0,216.0
2016,27041,136.0,249.0
2006,27043,255.0,92.0
2007,27043,271.0,133.0
2008,27043,229.0,65.0
2009,27043,241.0,81.0
2010,27043,245.0,53.0
2011,27043,281.0,80.0
2012,27043,338.0,124.0
2013,27043,272.0,124.0
2014,27043,258.0,73.0
2015,27043,273.0,106.0
2016,27043,214.0,92.0
2006,27045,259.0,217.0
2007,27045,236.0,195.0
2008,27045,256.0,133.0
2009,27045,186.0,139.0
2010,27045,210.0,116.0
2011,27045,223.0,139.0
2012,27045,296.0,144.0
2013,27045,241.0,166.0
2014,27045,236.0,175.0
2015,27045,189.0,130.0
2016,27045,159.0,145.0
2006,27047,172.0,103.0
2007,27047,212.0,106.0
2008,27047,162.0,94.0
2009,27047,193.0,62.0
2010,27047,176.0,53.0
2011,27047,182.0,61.0
2012,27047,202.0,81.0
2013,27047,228.0,97.0
2014,27047,157.0,80.0
2015,27047,151.0,71.0
2016,27047,173.0,78.0
2006,27049,279.0,221.0
2007,27049,295.0,249.0
2008,27049,232.0,186.0
2009,27049,212.0,209.0
2010,27049,230.0,132.0
2011,27049,346.0,138.0
2012,27049,328.0,175.0
2013,27049,404.0,184.0
2014,27049,358.0,198.0
2015,27049,350.0,161.0
2016,27049,334.0,162.0
2006,27051,99.0,43.0
2007,27051,95.0,49.0
2008,27051,107.0,53.0
2009,27051,79.0,56.0
2010,27051,108.0,38.0
2011,27051,94.0,44.0
2012,27051,135.0,47.0
2013,27051,164.0,49.0
2014,27051,126.0,47.0
2015,27051,127.0,57.0
2016,27051,114.0,70.0
2006,27053,3748.0,2636.0
2007,27053,4173.0,2686.0
2008,27053,2740.0,2430.0
2009,27053,2092.0,2131.0
2010,27053,1804.0,1960.0
2011,27053,2033.0,2138.0
2012,27053,2342.0,2683.0
2013,27053,2618.0,2861.0
2014,27053,2811.0,2705.0
2015,27053,2557.0,2711.0
2016,27053,2426.0,2633.0
2006,27055,61.0,125.0
2007,27055,74.0,119.0
2008,27055,69.0,101.0
2009,27055,72.0,95.0
2010,27055,55.0,85.0
2011,27055,85.0,74.0
2012,27055,97.0,93.0
2013,27055,83.0,82.0
2014,27055,88.0,74.0
2015,27055,85.0,50.0
2016,27055,74.0,66.0
2006,27057,51.0,75.0
2007,27057,38.0,66.0
2008,27057,51.0,76.0
2009,27057,52.0,69.0
2010,27057,39.0,39.0
2011,27057,47.0,41.0
2012,27057,47.0,50.0
2013,27057,37.0,85.0
2014,27057,66.0,68.0
2015,27057,58.0,77.0
2016,27057,56.0,76.0
2006,27059,52.0,59.0
2007,27059,52.0,77.0
2008,27059,49.0,66.0
2009,27059,51.0,46.0
2010,27059,49.0,38.0
2011,27059,82.0,87.0
2012,27059,75.0,66.0
2013,27059,86.0,82.0
2014,27059,56.0,82.0
2015,27059,77.0,81.0
2016,27059,45.0,62.0
2006,27061,99.0,129.0
2007,27061,77.0,129.0
2008,27061,85.0,126.0
2009,27061,99.0,107.0
2010,27061,71.0,90.0
2011,27061,99.0,117.0
2012,27061,83.0,120.0
2013,27061,75.0,150.0
2014,27061,155.0,162.0
2015,27061,104.0,143.0
2016,27061,88.0,132.0
2006,27063,133.0,61.0
2007,27063,124.0,60.0
2008,27063,118.0,90.0
2009,27063,98.0,42.0
2010,27063,154.0,46.0
2011,27063,202.0,48.0
2012,27063,168.0,57.0
2013,27063,143.0,88.0
2014,27063,132.0,51.0
2015,27063,96.0,66.0
2016,27063,91.0,51.0
2006,27065,25.0,60.0
2007,27065,35.0,50.0
2008,27065,40.0,44.0
2009,27065,27.0,49.0
2010,27065,29.0,31.0
2011,27065,51.0,36.0
2012,27065,56.0,43.0
2013,27065,50.0,50.0
2014,27065,23.0,36.0
2015,27065,22.0,36.0
2016,27065,25.0,47.0
2006,27067,164.0,194.0
2007,27067,206.0,204.0
2008,27067,219.0,176.0
2009,27067,184.0,144.0
2010,27067,237.0,141.0
2011,27067,251.0,164.0
2012,27067,295.0,178.0
2013,27067,297.0,190.0
2014,27067,306.0,207.0
2015,27067,232.0,135.0
2016,27067,238.0,159.0
2006,27069,38.0,41.0
2007,27069,41.0,33.0
2008,27069,51.0,28.0
2009,27069,48.0,27.0
2010,27069,55.0,34.0
2011,27069,53.0,30.0
2012,27069,81.0,25.0
2013,27069,100.0,32.0
2014,27069,86.0,28.0
2015,27069,51.0,24.0
2016,27069,80.0,15.0
2006,27071,20.0,53.0
2007,27071,27.0,40.0
2008,27071,21.0,47.0
2009,27071,21.0,52.0
2010,27071,29.0,43.0
2011,27071,28.0,49.0
2012,27071,15.0,77.0
2013,27071,19.0,60.0
2014,27071,31.0,50.0
2015,27071,24.0,56.0
2016,27071,21.0,60.0
2006,27073,73.0,48.0
2007,27073,134.0,65.0
2008,27073,126.0,26.0
2009,27073,88.0,37.0
2010,27073,99.0,27.0
2011,27073,100.0,24.0
2012,27073,118.0,42.0
2013,27073,124.0,50.0
2014,27073,81.0,32.0
2015,27073,78.0,34.0
2016,27073,83.0,31.0
2006,27075,20.0,26.0
2007,27075,16.0,20.0
2008,27075,34.0,35.0
2009,27075,22.0,19.0
2010,27075,16.0,15.0
2011,27075,13.0,20.0
2012,27075,11.0,19.0
2013,27075,21.0,21.0
2014,27075,22.0,28.0
2015,27075,19.0,32.0
2016,27075,17.0,35.0
2006,27077,17.0,25.0
2007,27077,11.0,21.0
2008,27077,11.0,18.0
2009,27077,16.0,22.0
2010,27077,20.0,9.0
2011,27077,20.0,16.0
2012,27077,16.0,25.0
2013,27077,20.0,33.0
2014,27077,6.0,20.0
2015,27077,17.0,27.0
2016,27077,18.0,32.0
2006,27079,95.0,95.0
2007,27079,103.0,56.0
2008,27079,101.0,73.0
2009,27079,87.0,73.0
2010,27079,98.0,60.0
2011,27079,110.0,61.0
2012,27079,120.0,62.0
2013,27079,126.0,121.0
2014,27079,95.0,72.0
2015,27079,106.0,69.0
2016,27079,109.0,100.0
2006,27081,106.0,48.0
2007,27081,114.0,63.0
2008,27081,76.0,69.0
2009,27081,88.0,64.0
2010,27081,82.0,45.0
2011,27081,122.0,48.0
2012,27081,132.0,67.0
2013,27081,147.0,68.0
2014,27081,121.0,58.0
2015,27081,100.0,29.0
2016,27081,98.0,43.0
2006,27083,209.0,142.0
2007,27083,210.0,120.0
2008,27083,193.0,121.0
2009,27083,206.0,95.0
2010,27083,211.0,62.0
2011,27083,220.0,93.0
2012,27083,239.0,95.0
2013,27083,207.0,101.0
2014,27083,205.0,85.0
2015,27083,181.0,79.0
2016,27083,174.0,73.0
2006,27085,215.0,177.0
2007,27085,178.0,168.0
2008,27085,184.0,149.0
2009,27085,145.0,152.0
2010,27085,186.0,127.0
2011,27085,216.0,135.0
2012,27085,248.0,141.0
2013,27085,258.0,136.0
2014,27085,220.0,117.0
2015,27085,213.0,131.0
2016,27085,191.0,117.0
2006,27087,43.0,45.0
2007,27087,31.0,36.0
2008,27087,24.0,26.0
2009,27087,17.0,17.0
2010,27087,38.0,15.0
2011,27087,36.0,21.0
2012,27087,47.0,21.0
2013,27087,58.0,28.0
2014,27087,46.0,19.0
2015,27087,27.0,17.0
2016,27087,33.0,14.0
2006,27089,101.0,72.0
2007,27089,127.0,79.0
2008,27089,136.0,71.0
2009,27089,111.0,59.0
2010,27089,115.0,54.0
2011,27089,126.0,41.0
2012,27089,136.0,46.0
2013,27089,160.0,51.0
2014,27089,132.0,54.0
2015,27089,138.0,51.0
2016,27089,103.0,58.0
2006,27091,312.0,99.0
2007,27091,335.0,116.0
2008,27091,295.0,85.0
2009,27091,265.0,72.0
2010,27091,258.0,67.0
2011,27091,286.0,76.0
2012,27091,293.0,74.0
2013,27091,313.0,77.0
2014,27091,206.0,60.0
2015,27091,230.0,80.0
2016,27091,184.0,68.0
2006,27093,129.0,117.0
2007,27093,123.0,109.0
2008,27093,125.0,98.0
2009,27093,122.0,77.0
2010,27093,113.0,65.0
2011,27093,137.0,83.0
2012,27093,190.0,79.0
2013,27093,145.0,85.0
2014,27093,127.0,80.0
2015,27093,122.0,81.0
2016,27093,128.0,72.0
2006,27095,84.0,123.0
2007,27095,93.0,112.0
2008,27095,91.0,83.0
2009,27095,68.0,98.0
2010,27095,61.0,70.0
2011,27095,85.0,78.0
2012,27095,95.0,64.0
2013,27095,126.0,76.0
2014,27095,133.0,130.0
2015,27095,121.0,115.0
2016,27095,130.0,126.0
2006,27097,171.0,198.0
2007,27097,205.0,170.0
2008,27097,189.0,136.0
2009,27097,155.0,132.0
2010,27097,192.0,123.0
2011,27097,198.0,146.0
2012,27097,198.0,181.0
2013,27097,211.0,199.0
2014,27097,172.0,181.0
2015,27097,193.0,174.0
2016,27097,163.0,215.0
2006,27099,244.0,118.0
2007,27099,198.0,129.0
2008,27099,259.0,106.0
2009,27099,230.0,101.0
2010,27099,193.0,94.0
2011,27099,210.0,83.0
2012,27099,207.0,103.0
2013,27099,193.0,97.0
2014,27099,201.0,100.0
2015,27099,195.0,96.0
2016,27099,155.0,92.0
2006,27101,147.0,96.0
2007,27101,184.0,78.0
2008,27101,169.0,69.0
2009,27101,155.0,53.0
2010,27101,175.0,69.0
2011,27101,172.0,72.0
2012,27101,180.0,78.0
2013,27101,170.0,88.0
2014,27101,147.0,58.0
2015,27101,143.0,71.0
2016,27101,132.0,50.0
2006,27103,125.0,93.0
2007,27103,133.0,65.0
2008,27103,122.0,88.0
2009,27103,116.0,59.0
2010,27103,102.0,69.0
2011,27103,122.0,62.0
2012,27103,128.0,87.0
2013,27103,149.0,91.0
2014,27103,118.0,78.0
2015,27103,129.0,89.0
2016,27103,97.0,66.0
2006,27105,250.0,104.0
2007,27105,259.0,110.0
2008,27105,239.0,94.0
2009,27105,203.0,60.0
2010,27105,229.0,80.0
2011,27105,283.0,73.0
2012,27105,261.0,78.0
2013,27105,273.0,83.0
2014,27105,236.0,97.0
2015,27105,248.0,82.0
2016,27105,208.0,67.0
2006,27107,95.0,60.0
2007,27107,71.0,56.0
2008,27107,88.0,49.0
2009,27107,77.0,40.0
2010,27107,86.0,31.0
2011,27107,94.0,56.0
2012,27107,81.0,42.0
2013,27107,105.0,44.0
2014,27107,86.0,50.0
2015,27107,101.0,50.0
2016,27107,74.0,38.0
2006,27109,180.0,281.0
2007,27109,241.0,251.0
2008,27109,208.0,217.0
2009,27109,231.0,195.0
2010,27109,181.0,183.0
2011,27109,237.0,196.0
2012,27109,262.0,227.0
2013,27109,257.0,280.0
2014,27109,289.0,259.0
2015,27109,276.0,262.0
2016,27109,283.0,280.0
2006,27111,256.0,344.0
2007,27111,306.0,280.0
2008,27111,296.0,287.0
2009,27111,230.0,266.0
2010,27111,245.0,235.0
2011,27111,270.0,246.0
2012,27111,327.0,332.0
2013,27111,350.0,339.0
2014,27111,308.0,275.0
2015,27111,232.0,243.0
2016,27111,226.0,298.0
2006,27113,69.0,88.0
2007,27113,53.0,92.0
2008,27113,54.0,48.0
2009,27113,58.0,53.0
2010,27113,61.0,48.0
2011,27113,64.0,63.0
2012,27113,95.0,44.0
2013,27113,103.0,54.0
2014,27113,134.0,58.0
2015,27113,98.0,53.0
2016,27113,90.0,45.0
2006,27115,58.0,107.0
2007,27115,56.0,68.0
2008,27115,64.0,74.0
2009,27115,42.0,78.0
2010,27115,61.0,53.0
2011,27115,71.0,84.0
2012,27115,90.0,74.0
2013,27115,101.0,86.0
2014,27115,75.0,75.0
2015,27115,94.0,95.0
2016,27115,54.0,97.0
2006,27117,105.0,75.0
2007,27117,135.0,96.0
2008,27117,104.0,55.0
2009,27117,104.0,57.0
2010,27117,105.0,54.0
2011,27117,134.0,52.0
2012,27117,139.0,55.0
2013,27117,129.0,48.0
2014,27117,170.0,32.0
2015,27117,123.0,58.0
2016,27117,97.0,57.0
2006,27119,276.0,204.0
2007,27119,279.0,148.0
2008,27119,286.0,168.0
2009,27119,252.0,134.0
2010,27119,300.0,144.0
2011,27119,297.0,177.0
2012,27119,366.0,155.0
2013,27119,333.0,128.0
2014,27119,280.0,142.0
2015,27119,238.0,124.0
2016,27119,218.0,121.0
2006,27121,122.0,62.0
2007,27121,138.0,83.0
2008,27121,114.0,66.0
2009,27121,78.0,43.0
2010,27121,101.0,39.0
2011,27121,109.0,58.0
2012,27121,85.0,55.0
2013,27121,147.0,69.0
2014,27121,132.0,57.0
2015,27121,114.0,52.0
2016,27121,83.0,63.0
2006,27123,773.0,780.0
2007,27123,735.0,761.0
2008,27123,731.0,752.0
2009,27123,640.0,652.0
2010,27123,573.0,592.0
2011,27123,766.0,650.0
2012,27123,786.0,754.0
2013,27123,874.0,856.0
2014,27123,748.0,866.0
2015,27123,804.0,792.0
2016,27123,837.0,748.0
2006,27125,30.0,62.0
2007,27125,45.0,53.0
2008,27125,29.0,40.0
2009,27125,25.0,50.0
2010,27125,39.0,45.0
2011,27125,40.0,36.0
2012,27125,39.0,48.0
2013,27125,43.0,34.0
2014,27125,40.0,26.0
2015,27125,40.0,31.0
2016,27125,41.0,45.0
2006,27127,180.0,128.0
2007,27127,193.0,117.0
2008,27127,189.0,76.0
2009,27127,242.0,63.0
2010,27127,188.0,58.0
2011,27127,203.0,64.0
2012,27127,220.0,110.0
2013,27127,190.0,67.0
2014,27127,190.0,77.0
2015,27127,199.0,76.0
2016,27127,157.0,54.0
2006,27129,184.0,111.0
2007,27129,170.0,101.0
2008,27129,166.0,65.0
2009,27129,180.0,78.0
2010,27129,201.0,83.0
2011,27129,199.0,82.0
2012,27129,257.0,82.0
2013,27129,260.0,97.0
2014,27129,179.0,81.0
2015,27129,198.0,84.0
2016,27129,156.0,92.0
2006,27131,217.0,185.0
2007,27131,183.0,238.0
2008,27131,177.0,315.0
2009,27131,155.0,181.0
2010,27131,149.0,217.0
2011,27131,183.0,186.0
2012,27131,268.0,203.0
2013,27131,263.0,140.0
2014,27131,229.0,173.0
2015,27131,198.0,175.0
2016,27131,182.0,182.0
2006,27133,111.0,78.0
2007,27133,141.0,55.0
2008,27133,128.0,54.0
2009,27133,116.0,29.0
2010,27133,135.0,22.0
2011,27133,150.0,36.0
2012,27133,159.0,35.0
2013,27133,145.0,40.0
2014,27133,151.0,38.0
2015,27133,120.0,42.0
2016,27133,103.0,49.0
2006,27135,119.0,97.0
2007,27135,126.0,103.0
2008,27135,100.0,103.0
2009,27135,82.0,121.0
2010,27135,67.0,73.0
2011,27135,92.0,88.0
2012,27135,119.0,76.0
2013,27135,120.0,94.0
2014,27135,101.0,88.0
2015,27135,126.0,84.0
2016,27135,95.0,85.0
2006,27137,296.0,529.0
2007,27137,298.0,465.0
2008,27137,292.0,434.0
2009,27137,259.0,380.0
2010,27137,210.0,352.0
2011,27137,278.0,389.0
2012,27137,369.0,448.0
2013,27137,341.0,510.0
2014,27137,363.0,484.0
2015,27137,342.0,454.0
2016,27137,352.0,487.0
2006,27139,273.0,371.0
2007,27139,259.0,326.0
2008,27139,284.0,305.0
2009,27139,176.0,224.0
2010,27139,228.0,198.0
2011,27139,267.0,198.0
2012,27139,333.0,284.0
2013,27139,304.0,292.0
2014,27139,361.0,325.0
2015,27139,351.0,332.0
2016,27139,285.0,355.0
2006,27141,132.0,171.0
2007,27141,144.0,167.0
2008,27141,175.0,171.0
2009,27141,112.0,132.0
2010,27141,140.0,86.0
2011,27141,157.0,136.0
2012,27141,208.0,187.0
2013,27141,240.0,202.0
2014,27141,229.0,241.0
2015,27141,205.0,249.0
2016,27141,189.0,234.0
2006,27143,129.0,72.0
2007,27143,123.0,70.0
2008,27143,148.0,44.0
2009,27143,120.0,43.0
2010,27143,120.0,51.0
2011,27143,127.0,51.0
2012,27143,135.0,44.0
2013,27143,140.0,57.0
2014,27143,145.0,50.0
2015,27143,120.0,58.0
2016,27143,108.0,49.0
2006,27145,538.0,703.0
2007,27145,522.0,585.0
2008,27145,531.0,531.0
2009,27145,437.0,555.0
2010,27145,441.0,491.0
2011,27145,506.0,521.0
2012,27145,567.0,601.0
2013,27145,581.0,623.0
2014,27145,573.0,628.0
2015,27145,602.0,533.0
2016,27145,553.0,551.0
2006,27147,191.0,109.0
2007,27147,168.0,128.0
2008,27147,199.0,102.0
2009,27147,143.0,72.0
2010,27147,173.0,51.0
2011,27147,222.0,69.0
2012,27147,249.0,83.0
2013,27147,215.0,89.0
2014,27147,161.0,92.0
2015,27147,163.0,77.0
2016,27147,189.0,101.0
2006,27149,114.0,54.0
2007,27149,121.0,52.0
2008,27149,117.0,66.0
2009,27149,119.0,79.0
2010,27149,144.0,54.0
2011,27149,143.0,69.0
2012,27149,152.0,70.0
2013,27149,184.0,75.0
2014,27149,180.0,62.0
2015,27149,198.0,49.0
2016,27149,118.0,29.0
2006,27151,160.0,90.0
2007,27151,161.0,87.0
2008,27151,172.0,60.0
2009,27151,134.0,65.0
2010,27151,132.0,52.0
2011,27151,153.0,71.0
2012,27151,164.0,72.0
2013,27151,217.0,76.0
2014,27151,198.0,60.0
2015,27151,150.0,33.0
2016,27151,144.0,62.0
2006,27153,85.0,154.0
2007,27153,122.0,144.0
2008,27153,107.0,118.0
2009,27153,92.0,128.0
2010,27153,86.0,90.0
2011,27153,96.0,128.0
2012,27153,117.0,109.0
2013,27153,133.0,135.0
2014,27153,136.0,134.0
2015,27153,102.0,113.0
2016,27153,117.0,119.0
2006,27155,127.0,48.0
2007,27155,103.0,26.0
2008,27155,105.0,44.0
2009,27155,113.0,18.0
2010,27155,107.0,28.0
2011,27155,96.0,27.0
2012,27155,101.0,38.0
2013,27155,106.0,24.0
2014,27155,70.0,29.0
2015,27155,99.0,16.0
2016,27155,65.0,31.0
2006,27157,127.0,90.0
2007,27157,170.0,138.0
2008,27157,120.0,69.0
2009,27157,143.0,87.0
2010,27157,125.0,65.0
2011,27157,194.0,86.0
2012,27157,212.0,96.0
2013,27157,197.0,107.0
