year,county,nonbank_loans,bank_loans
2010,2261,10.0,13.0
2011,2261,18.0,10.0
2012,2261,13.0,19.0
2013,2261,14.0,21.0
2014,2261,20.0,18.0
2015,2261,16.0,17.0
2016,2261,9.0,11.0
2006,2270,2.0,1.0
2007,2270,0.0,1.0
2008,2270,1.0,0.0
2009,2270,2.0,0.0
2010,2270,0.0,2.0
2011,2270,3.0,2.0
2012,2270,1.0,3.0
2013,2270,1.0,1.0
2014,2270,3.0,3.0
2015,2270,0.0,2.0
2016,2270,4.0,2.0
2006,2282,0.0,1.0
2007,2282,0.0,1.0
2008,2282,2.0,0.0
2010,2282,2.0,1.0
2012,2282,1.0,2.0
2013,2282,1.0,2.0
2014,2282,1.0,3.0
2015,2282,1.0,3.0
2016,2282,2.0,0.0
2006,2290,1.0,12.0
2007,2290,8.0,12.0
2008,2290,4.0,4.0
2009,2290,7.0,3.0
2010,2290,4.0,9.0
2011,2290,1.0,2.0
2012,2290,5.0,10.0
2013,2290,3.0,5.0
2014,2290,2.0,5.0
2015,2290,1.0,6.0
2016,2290,1.0,2.0
2006,4001,21.0,18.0
2007,4001,19.0,12.0
2008,4001,21.0,22.0
2009,4001,19.0,14.0
2010,4001,25.0,9.0
2011,4001,24.0,12.0
2012,4001,12.0,24.0
2013,4001,14.0,13.0
2014,4001,16.0,6.0
2015,4001,24.0,15.0
2016,4001,18.0,11.0
2006,4003,136.0,85.0
2007,4003,104.0,105.0
2008,4003,106.0,95.0
2009,4003,95.0,73.0
2010,4003,94.0,60.0
2011,4003,159.0,77.0
2012,4003,192.0,96.0
2013,4003,221.0,70.0
2014,4003,167.0,60.0
2015,4003,151.0,78.0
2016,4003,182.0,72.0
2006,4005,131.0,132.0
2007,4005,162.0,140.0
2008,4005,136.0,115.0
2009,4005,112.0,86.0
2010,4005,81.0,82.0
2011,4005,113.0,98.0
2012,4005,134.0,103.0
2013,4005,127.0,120.0
2014,4005,162.0,106.0
2015,4005,173.0,106.0
2016,4005,189.0,164.0
2006,4007,72.0,55.0
2007,4007,56.0,59.0
2008,4007,33.0,45.0
2009,4007,26.0,22.0
2010,4007,32.0,26.0
2011,4007,50.0,25.0
2012,4007,29.0,31.0
2013,4007,41.0,28.0
2014,4007,44.0,31.0
2015,4007,68.0,28.0
2016,4007,75.0,39.0
2006,4009,65.0,22.0
2007,4009,58.0,27.0
2008,4009,45.0,36.0
2009,4009,35.0,15.0
2010,4009,22.0,16.0
2011,4009,44.0,24.0
2012,4009,44.0,20.0
2013,4009,56.0,26.0
2014,4009,62.0,27.0
2015,4009,53.0,20.0
2016,4009,49.0,26.0
2006,4011,2.0,1.0
2007,4011,6.0,4.0
2008,4011,4.0,2.0
2009,4011,5.0,3.0
2010,4011,6.0,1.0
2011,4011,8.0,0.0
2012,4011,15.0,5.0
2013,4011,9.0,1.0
2014,4011,10.0,5.0
2015,4011,3.0,0.0
2016,4011,8.0,3.0
2006,4012,51.0,15.0
2007,4012,44.0,16.0
2008,4012,28.0,14.0
2009,4012,25.0,18.0
2010,4012,31.0,12.0
2011,4012,25.0,25.0
2012,4012,30.0,27.0
2013,4012,32.0,30.0
2014,4012,54.0,20.0
2015,4012,52.0,7.0
2016,4012,33.0,10.0
2006,4013,5047.0,4320.0
2007,4013,5084.0,4759.0
2008,4013,4348.0,4126.0
2009,4013,3731.0,2901.0
2010,4013,3370.0,2981.0
2011,4013,4293.0,3927.0
2012,4013,5009.0,4280.0
2013,4013,5777.0,4479.0
2014,4013,6099.0,4547.0
2015,4013,6428.0,4376.0
2016,4013,6894.0,4409.0
2006,4015,218.0,178.0
2007,4015,173.0,171.0
2008,4015,147.0,286.0
2009,4015,140.0,93.0
2010,4015,133.0,84.0
2011,4015,149.0,125.0
2012,4015,184.0,135.0
2013,4015,168.0,135.0
2014,4015,201.0,135.0
2015,4015,196.0,119.0
2016,4015,267.0,138.0
2006,4017,106.0,84.0
2007,4017,79.0,69.0
2008,4017,82.0,88.0
2009,4017,56.0,51.0
2010,4017,46.0,63.0
2011,4017,54.0,58.0
2012,4017,72.0,49.0
2013,4017,83.0,62.0
2014,4017,90.0,60.0
2015,4017,102.0,46.0
2016,4017,99.0,52.0
2006,4019,969.0,771.0
2007,4019,957.0,778.0
2008,4019,743.0,680.0
2009,4019,600.0,529.0
2010,4019,580.0,519.0
2011,4019,763.0,606.0
2012,4019,863.0,680.0
2013,4019,915.0,668.0
2014,4019,917.0,666.0
2015,4019,1011.0,552.0
2016,4019,1126.0,616.0
2006,4021,220.0,163.0
2007,4021,255.0,197.0
2008,4021,223.0,164.0
2009,4021,213.0,93.0
2010,4021,231.0,85.0
2011,4021,221.0,112.0
2012,4021,341.0,142.0
2013,4021,331.0,159.0
2014,4021,346.0,137.0
2015,4021,359.0,140.0
2016,4021,331.0,142.0
2006,4023,66.0,54.0
2007,4023,74.0,66.0
2008,4023,63.0,64.0
2009,4023,52.0,34.0
2010,4023,61.0,45.0
2011,4023,97.0,48.0
2012,4023,91.0,49.0
2013,4023,98.0,67.0
2014,4023,96.0,73.0
2015,4023,128.0,55.0
2016,4023,118.0,49.0
2006,4025,239.0,237.0
2007,4025,245.0,244.0
2008,4025,205.0,211.0
2009,4025,157.0,132.0
2010,4025,136.0,135.0
2011,4025,196.0,178.0
2012,4025,242.0,171.0
2013,4025,249.0,203.0
2014,4025,254.0,305.0
2015,4025,336.0,223.0
2016,4025,400.0,246.0
2006,4027,280.0,158.0
2007,4027,378.0,190.0
2008,4027,307.0,168.0
2009,4027,274.0,86.0
2010,4027,306.0,124.0
2011,4027,224.0,140.0
2012,4027,239.0,124.0
2013,4027,342.0,184.0
2014,4027,363.0,123.0
2015,4027,372.0,120.0
2016,4027,459.0,121.0
2006,5001,77.0,220.0
2007,5001,60.0,300.0
2008,5001,82.0,278.0
2009,5001,102.0,257.0
2010,5001,218.0,302.0
2011,5001,214.0,312.0
2012,5001,283.0,346.0
2013,5001,277.0,316.0
2014,5001,248.0,343.0
2015,5001,209.0,287.0
2016,5001,235.0,318.0
2006,5003,64.0,127.0
2007,5003,50.0,124.0
2008,5003,61.0,116.0
2009,5003,31.0,190.0
2010,5003,88.0,165.0
2011,5003,105.0,179.0
2012,5003,101.0,127.0
2013,5003,111.0,117.0
2014,5003,135.0,123.0
2015,5003,115.0,121.0
2016,5003,172.0,150.0
2006,5005,52.0,136.0
2007,5005,64.0,127.0
2008,5005,62.0,136.0
2009,5005,64.0,99.0
2010,5005,44.0,110.0
2011,5005,45.0,112.0
2012,5005,47.0,154.0
2013,5005,65.0,162.0
2014,5005,63.0,140.0
2015,5005,75.0,116.0
2016,5005,58.0,158.0
2006,5007,1124.0,444.0
2007,5007,1433.0,422.0
2008,5007,343.0,436.0
2009,5007,225.0,362.0
2010,5007,288.0,400.0
2011,5007,226.0,394.0
2012,5007,344.0,487.0
2013,5007,331.0,513.0
2014,5007,374.0,497.0
2015,5007,395.0,531.0
2016,5007,385.0,690.0
2006,5009,41.0,108.0
2007,5009,64.0,84.0
2008,5009,55.0,92.0
2009,5009,55.0,75.0
2010,5009,58.0,85.0
2011,5009,48.0,74.0
2012,5009,89.0,117.0
2013,5009,116.0,152.0
2014,5009,100.0,136.0
2015,5009,103.0,139.0
2016,5009,102.0,140.0
2006,5011,30.0,63.0
2007,5011,29.0,75.0
2008,5011,23.0,61.0
2009,5011,25.0,77.0
2010,5011,36.0,122.0
2011,5011,27.0,91.0
2012,5011,41.0,112.0
2013,5011,43.0,113.0
2014,5011,44.0,128.0
2015,5011,32.0,105.0
2016,5011,37.0,71.0
2006,5013,9.0,22.0
2007,5013,1.0,33.0
2008,5013,7.0,31.0
2009,5013,6.0,19.0
2010,5013,4.0,26.0
2011,5013,8.0,32.0
2012,5013,9.0,14.0
2013,5013,4.0,24.0
2014,5013,11.0,20.0
2015,5013,12.0,12.0
2016,5013,7.0,10.0
2006,5015,50.0,67.0
2007,5015,61.0,69.0
2008,5015,68.0,70.0
2009,5015,36.0,65.0
2010,5015,55.0,78.0
2011,5015,62.0,69.0
2012,5015,101.0,95.0
2013,5015,94.0,106.0
2014,5015,93.0,80.0
2015,5015,96.0,100.0
2016,5015,73.0,115.0
2006,5017,57.0,177.0
2007,5017,53.0,166.0
2008,5017,44.0,174.0
2009,5017,36.0,169.0
2010,5017,91.0,159.0
2011,5017,130.0,120.0
2012,5017,149.0,152.0
2013,5017,167.0,153.0
2014,5017,138.0,154.0
2015,5017,150.0,158.0
2016,5017,170.0,161.0
2006,5019,41.0,75.0
2007,5019,32.0,80.0
2008,5019,24.0,75.0
2009,5019,25.0,68.0
2010,5019,36.0,77.0
2011,5019,29.0,67.0
2012,5019,53.0,90.0
2013,5019,45.0,110.0
2014,5019,66.0,103.0
2015,5019,54.0,75.0
2016,5019,61.0,93.0
2006,5021,56.0,192.0
2007,5021,61.0,223.0
2008,5021,49.0,201.0
2009,5021,70.0,170.0
2010,5021,110.0,168.0
2011,5021,121.0,145.0
2012,5021,160.0,156.0
2013,5021,237.0,131.0
2014,5021,203.0,111.0
2015,5021,207.0,105.0
2016,5021,142.0,107.0
2006,5023,53.0,84.0
2007,5023,50.0,84.0
2008,5023,59.0,76.0
2009,5023,52.0,65.0
2010,5023,73.0,76.0
2011,5023,71.0,67.0
2012,5023,72.0,98.0
2013,5023,75.0,69.0
2014,5023,74.0,62.0
2015,5023,57.0,73.0
2016,5023,74.0,93.0
2006,5025,3.0,14.0
2007,5025,16.0,19.0
2008,5025,12.0,7.0
2009,5025,6.0,14.0
2010,5025,11.0,13.0
2011,5025,9.0,11.0
2012,5025,15.0,22.0
2013,5025,19.0,22.0
2014,5025,13.0,19.0
2015,5025,15.0,25.0
2016,5025,26.0,14.0
2006,5027,53.0,61.0
2007,5027,47.0,50.0
2008,5027,30.0,62.0
2009,5027,35.0,50.0
2010,5027,50.0,49.0
2011,5027,43.0,37.0
2012,5027,44.0,63.0
2013,5027,47.0,77.0
2014,5027,44.0,63.0
2015,5027,66.0,73.0
2016,5027,86.0,69.0
2006,5029,28.0,58.0
2007,5029,51.0,65.0
2008,5029,29.0,69.0
2009,5029,31.0,48.0
2010,5029,54.0,43.0
2011,5029,48.0,47.0
2012,5029,46.0,69.0
2013,5029,69.0,62.0
2014,5029,66.0,54.0
2015,5029,75.0,51.0
2016,5029,68.0,49.0
2006,5031,212.0,399.0
2007,5031,220.0,423.0
2008,5031,183.0,465.0
2009,5031,172.0,397.0
2010,5031,304.0,460.0
2011,5031,266.0,451.0
2012,5031,366.0,485.0
2013,5031,422.0,473.0
2014,5031,492.0,423.0
2015,5031,537.0,352.0
2016,5031,465.0,466.0
2006,5033,97.0,183.0
2007,5033,88.0,151.0
2008,5033,153.0,158.0
2009,5033,64.0,135.0
2010,5033,75.0,124.0
2011,5033,68.0,135.0
2012,5033,87.0,160.0
2013,5033,109.0,142.0
2014,5033,135.0,155.0
2015,5033,108.0,159.0
2016,5033,104.0,153.0
2006,5035,85.0,69.0
2007,5035,72.0,75.0
2008,5035,70.0,78.0
2009,5035,71.0,74.0
2010,5035,157.0,59.0
2011,5035,162.0,79.0
2012,5035,156.0,105.0
2013,5035,142.0,106.0
2014,5035,138.0,109.0
2015,5035,166.0,101.0
2016,5035,158.0,76.0
2006,5037,54.0,60.0
2007,5037,75.0,63.0
2008,5037,64.0,36.0
2009,5037,56.0,52.0
2010,5037,111.0,73.0
2011,5037,99.0,91.0
2012,5037,175.0,117.0
2013,5037,177.0,84.0
2014,5037,174.0,58.0
2015,5037,117.0,72.0
2016,5037,144.0,56.0
2006,5039,17.0,28.0
2007,5039,22.0,30.0
2008,5039,11.0,37.0
2009,5039,11.0,23.0
2010,5039,15.0,21.0
2011,5039,8.0,26.0
2012,5039,16.0,35.0
2013,5039,17.0,35.0
2014,5039,27.0,43.0
2015,5039,24.0,28.0
2016,5039,11.0,32.0
2006,5041,57.0,199.0
2007,5041,67.0,226.0
2008,5041,59.0,248.0
2009,5041,53.0,203.0
2010,5041,176.0,322.0
2011,5041,137.0,333.0
2012,5041,240.0,351.0
2013,5041,210.0,381.0
2014,5041,240.0,376.0
2015,5041,234.0,389.0
2016,5041,186.0,411.0
2006,5043,42.0,174.0
2007,5043,49.0,121.0
2008,5043,43.0,148.0
2009,5043,37.0,100.0
2010,5043,73.0,137.0
2011,5043,78.0,154.0
2012,5043,107.0,190.0
2013,5043,100.0,138.0
2014,5043,99.0,150.0
2015,5043,89.0,145.0
2016,5043,103.0,150.0
2006,5045,163.0,248.0
2007,5045,184.0,223.0
2008,5045,112.0,241.0
2009,5045,149.0,178.0
2010,5045,167.0,200.0
2011,5045,183.0,196.0
2012,5045,163.0,234.0
2013,5045,209.0,246.0
2014,5045,231.0,268.0
2015,5045,259.0,256.0
2016,5045,227.0,298.0
2006,5047,43.0,39.0
2007,5047,53.0,34.0
2008,5047,32.0,36.0
2009,5047,22.0,26.0
2010,5047,32.0,39.0
2011,5047,53.0,35.0
2012,5047,38.0,38.0
2013,5047,33.0,36.0
2014,5047,60.0,35.0
2015,5047,43.0,48.0
2016,5047,31.0,42.0
2006,5049,14.0,24.0
2007,5049,12.0,27.0
2008,5049,18.0,26.0
2009,5049,7.0,27.0
2010,5049,6.0,21.0
2011,5049,11.0,33.0
2012,5049,8.0,38.0
2013,5049,14.0,27.0
2014,5049,22.0,40.0
2015,5049,42.0,28.0
2016,5049,21.0,33.0
2006,5051,130.0,165.0
2007,5051,141.0,181.0
2008,5051,131.0,210.0
2009,5051,138.0,175.0
2010,5051,121.0,179.0
2011,5051,139.0,181.0
2012,5051,167.0,228.0
2013,5051,167.0,225.0
2014,5051,157.0,263.0
2015,5051,158.0,278.0
2016,5051,174.0,270.0
2006,5053,23.0,65.0
2007,5053,11.0,42.0
2008,5053,12.0,35.0
2009,5053,8.0,44.0
2010,5053,13.0,35.0
2011,5053,17.0,51.0
2012,5053,22.0,56.0
2013,5053,25.0,46.0
2014,5053,39.0,56.0
2015,5053,38.0,63.0
2016,5053,42.0,60.0
2006,5055,57.0,179.0
2007,5055,63.0,162.0
2008,5055,66.0,159.0
2009,5055,64.0,126.0
2010,5055,146.0,139.0
2011,5055,131.0,132.0
2012,5055,149.0,165.0
2013,5055,216.0,169.0
2014,5055,204.0,170.0
2015,5055,226.0,139.0
2016,5055,213.0,146.0
2006,5057,65.0,87.0
2007,5057,33.0,94.0
2008,5057,26.0,64.0
2009,5057,38.0,81.0
2010,5057,57.0,84.0
2011,5057,44.0,58.0
2012,5057,50.0,69.0
2013,5057,84.0,80.0
2014,5057,69.0,54.0
2015,5057,84.0,64.0
2016,5057,70.0,75.0
2006,5059,43.0,102.0
2007,5059,30.0,82.0
2008,5059,21.0,79.0
2009,5059,29.0,70.0
2010,5059,40.0,46.0
2011,5059,38.0,52.0
2012,5059,44.0,63.0
2013,5059,64.0,70.0
2014,5059,64.0,74.0
2015,5059,51.0,66.0
2016,5059,52.0,83.0
2006,5061,25.0,109.0
2007,5061,39.0,154.0
2008,5061,26.0,105.0
2009,5061,33.0,110.0
2010,5061,36.0,97.0
2011,5061,32.0,88.0
2012,5061,54.0,102.0
2013,5061,64.0,108.0
2014,5061,59.0,114.0
2015,5061,81.0,99.0
2016,5061,50.0,112.0
2006,5063,64.0,192.0
2007,5063,72.0,166.0
2008,5063,81.0,168.0
2009,5063,47.0,178.0
2010,5063,72.0,185.0
2011,5063,91.0,178.0
2012,5063,102.0,157.0
2013,5063,94.0,136.0
2014,5063,115.0,155.0
2015,5063,84.0,175.0
2016,5063,102.0,142.0
2006,5065,15.0,48.0
2007,5065,11.0,30.0
2008,5065,12.0,37.0
2009,5065,12.0,47.0
2010,5065,18.0,43.0
2011,5065,23.0,27.0
2012,5065,28.0,26.0
2013,5065,69.0,39.0
2014,5065,47.0,43.0
2015,5065,19.0,27.0
2016,5065,24.0,46.0
2006,5067,45.0,109.0
2007,5067,68.0,110.0
2008,5067,79.0,119.0
2009,5067,47.0,133.0
2010,5067,144.0,105.0
2011,5067,137.0,159.0
2012,5067,141.0,124.0
2013,5067,131.0,111.0
2014,5067,150.0,105.0
2015,5067,121.0,123.0
2016,5067,125.0,95.0
2006,5069,121.0,195.0
2007,5069,123.0,181.0
2008,5069,81.0,192.0
2009,5069,75.0,177.0
2010,5069,112.0,172.0
2011,5069,111.0,215.0
2012,5069,154.0,205.0
2013,5069,166.0,190.0
2014,5069,164.0,196.0
2015,5069,187.0,164.0
2016,5069,167.0,211.0
2006,5071,27.0,47.0
2007,5071,23.0,67.0
2008,5071,27.0,59.0
2009,5071,15.0,39.0
2010,5071,31.0,38.0
2011,5071,42.0,59.0
2012,5071,42.0,55.0
2013,5071,44.0,66.0
2014,5071,51.0,63.0
2015,5071,65.0,74.0
2016,5071,54.0,76.0
2006,5073,23.0,28.0
2007,5073,23.0,28.0
2008,5073,18.0,26.0
2009,5073,9.0,26.0
2010,5073,18.0,31.0
2011,5073,27.0,24.0
2012,5073,23.0,30.0
2013,5073,27.0,20.0
2014,5073,31.0,27.0
2015,5073,31.0,23.0
2016,5073,40.0,17.0
2006,5075,43.0,128.0
2007,5075,71.0,93.0
2008,5075,41.0,112.0
2009,5075,49.0,100.0
2010,5075,128.0,180.0
2011,5075,91.0,164.0
2012,5075,122.0,175.0
2013,5075,147.0,152.0
2014,5075,170.0,129.0
2015,5075,152.0,95.0
2016,5075,143.0,107.0
2006,5077,42.0,101.0
2007,5077,36.0,51.0
2008,5077,36.0,29.0
2009,5077,27.0,35.0
2010,5077,50.0,57.0
2011,5077,40.0,44.0
2012,5077,73.0,56.0
2013,5077,80.0,58.0
2014,5077,70.0,56.0
2015,5077,61.0,45.0
2016,5077,45.0,49.0
2006,5079,9.0,37.0
2007,5079,20.0,41.0
2008,5079,22.0,51.0
2009,5079,14.0,39.0
2010,5079,34.0,50.0
2011,5079,40.0,46.0
2012,5079,57.0,64.0
2013,5079,54.0,75.0
2014,5079,47.0,87.0
2015,5079,61.0,92.0
2016,5079,48.0,101.0
2006,5081,20.0,40.0
2007,5081,18.0,42.0
2008,5081,21.0,38.0
2009,5081,22.0,38.0
2010,5081,29.0,40.0
2011,5081,39.0,36.0
2012,5081,53.0,48.0
2013,5081,37.0,38.0
2014,5081,37.0,31.0
2015,5081,39.0,46.0
2016,5081,39.0,53.0
2006,5083,23.0,37.0
2007,5083,21.0,35.0
2008,5083,27.0,32.0
2009,5083,20.0,35.0
2010,5083,31.0,39.0
2011,5083,30.0,53.0
2012,5083,40.0,45.0
2013,5083,30.0,45.0
2014,5083,40.0,35.0
2015,5083,47.0,53.0
2016,5083,25.0,57.0
2006,5085,86.0,166.0
2007,5085,95.0,153.0
2008,5085,115.0,170.0
2009,5085,72.0,149.0
2010,5085,120.0,124.0
2011,5085,156.0,112.0
2012,5085,208.0,139.0
2013,5085,262.0,161.0
2014,5085,212.0,158.0
2015,5085,198.0,187.0
2016,5085,228.0,174.0
2006,5087,14.0,53.0
2007,5087,21.0,27.0
2008,5087,34.0,36.0
2009,5087,21.0,31.0
2010,5087,37.0,43.0
2011,5087,28.0,43.0
2012,5087,53.0,71.0
2013,5087,48.0,61.0
2014,5087,40.0,56.0
2015,5087,56.0,75.0
2016,5087,46.0,87.0
2006,5089,7.0,59.0
2007,5089,4.0,38.0
2008,5089,12.0,27.0
2009,5089,8.0,27.0
2010,5089,16.0,31.0
2011,5089,11.0,38.0
2012,5089,21.0,50.0
2013,5089,30.0,30.0
2014,5089,22.0,49.0
2015,5089,25.0,46.0
2016,5089,22.0,45.0
2006,5091,83.0,108.0
2007,5091,76.0,114.0
2008,5091,68.0,102.0
2009,5091,53.0,119.0
2010,5091,93.0,97.0
2011,5091,72.0,116.0
2012,5091,85.0,115.0
2013,5091,88.0,92.0
2014,5091,86.0,92.0
2015,5091,85.0,97.0
2016,5091,109.0,121.0
2006,5093,150.0,136.0
2007,5093,168.0,140.0
2008,5093,128.0,129.0
2009,5093,189.0,156.0
2010,5093,256.0,206.0
2011,5093,277.0,190.0
2012,5093,322.0,235.0
2013,5093,366.0,231.0
2014,5093,329.0,191.0
2015,5093,324.0,191.0
2016,5093,356.0,238.0
2006,5095,51.0,74.0
2007,5095,35.0,82.0
2008,5095,33.0,74.0
2009,5095,20.0,88.0
2010,5095,76.0,97.0
2011,5095,68.0,91.0
2012,5095,88.0,103.0
2013,5095,95.0,93.0
2014,5095,90.0,89.0
2015,5095,75.0,96.0
2016,5095,71.0,99.0
2006,5097,10.0,40.0
2007,5097,6.0,31.0
2008,5097,10.0,40.0
2009,5097,13.0,40.0
2010,5097,18.0,44.0
2011,5097,14.0,37.0
2012,5097,15.0,41.0
2013,5097,25.0,44.0
2014,5097,27.0,31.0
2015,5097,25.0,46.0
2016,5097,12.0,51.0
2006,5099,15.0,30.0
2007,5099,20.0,35.0
2008,5099,7.0,31.0
2009,5099,8.0,33.0
2010,5099,11.0,22.0
2011,5099,11.0,24.0
2012,5099,23.0,32.0
2013,5099,38.0,35.0
2014,5099,33.0,29.0
2015,5099,35.0,39.0
2016,5099,25.0,37.0
2006,5101,7.0,15.0
2007,5101,3.0,13.0
2008,5101,6.0,14.0
2009,5101,5.0,10.0
2010,5101,7.0,17.0
2011,5101,5.0,8.0
2012,5101,7.0,17.0
2013,5101,4.0,7.0
2014,5101,11.0,8.0
2015,5101,8.0,4.0
2016,5101,8.0,13.0
2006,5103,26.0,108.0
2007,5103,39.0,78.0
2008,5103,26.0,64.0
2009,5103,41.0,56.0
2010,5103,39.0,73.0
2011,5103,35.0,69.0
2012,5103,42.0,62.0
2013,5103,31.0,71.0
2014,5103,42.0,55.0
2015,5103,38.0,65.0
2016,5103,63.0,71.0
2006,5105,14.0,21.0
2007,5105,14.0,17.0
2008,5105,13.0,19.0
2009,5105,9.0,30.0
2010,5105,13.0,20.0
2011,5105,22.0,22.0
2012,5105,24.0,23.0
2013,5105,26.0,20.0
2014,5105,19.0,17.0
2015,5105,30.0,32.0
2016,5105,27.0,29.0
2006,5107,84.0,180.0
2007,5107,63.0,259.0
2008,5107,54.0,265.0
2009,5107,38.0,219.0
2010,5107,91.0,206.0
2011,5107,103.0,203.0
2012,5107,133.0,207.0
2013,5107,143.0,176.0
2014,5107,137.0,159.0
2015,5107,129.0,170.0
2016,5107,109.0,181.0
2006,5109,24.0,62.0
2007,5109,23.0,107.0
2008,5109,19.0,82.0
2009,5109,29.0,82.0
2010,5109,19.0,103.0
2011,5109,20.0,73.0
2012,5109,28.0,80.0
2013,5109,45.0,95.0
2014,5109,64.0,86.0
2015,5109,61.0,84.0
2016,5109,47.0,95.0
2006,5111,125.0,145.0
2007,5111,83.0,168.0
2008,5111,89.0,137.0
2009,5111,98.0,123.0
2010,5111,174.0,177.0
2011,5111,174.0,144.0
2012,5111,261.0,197.0
2013,5111,271.0,189.0
2014,5111,252.0,161.0
2015,5111,253.0,118.0
2016,5111,164.0,199.0
2006,5113,33.0,149.0
2007,5113,32.0,114.0
2008,5113,38.0,128.0
2009,5113,21.0,141.0
2010,5113,46.0,114.0
2011,5113,46.0,97.0
2012,5113,44.0,90.0
2013,5113,46.0,102.0
2014,5113,43.0,108.0
2015,5113,52.0,98.0
2016,5113,59.0,96.0
2006,5115,97.0,179.0
2007,5115,104.0,167.0
2008,5115,81.0,109.0
2009,5115,86.0,149.0
2010,5115,122.0,168.0
2011,5115,125.0,135.0
2012,5115,126.0,188.0
2013,5115,122.0,190.0
2014,5115,135.0,169.0
2015,5115,144.0,165.0
2016,5115,101.0,167.0
2006,5117,22.0,41.0
2007,5117,19.0,37.0
2008,5117,13.0,52.0
2009,5117,28.0,43.0
2010,5117,63.0,79.0
2011,5117,71.0,74.0
2012,5117,65.0,81.0
2013,5117,78.0,76.0
2014,5117,75.0,71.0
2015,5117,68.0,74.0
2016,5117,91.0,72.0
2006,5119,602.0,920.0
2007,5119,620.0,1028.0
2008,5119,553.0,826.0
2009,5119,598.0,760.0
2010,5119,597.0,783.0
2011,5119,668.0,824.0
2012,5119,676.0,919.0
2013,5119,792.0,1021.0
2014,5119,813.0,979.0
2015,5119,787.0,1051.0
2016,5119,787.0,1189.0
2006,5121,23.0,74.0
2007,5121,29.0,52.0
2008,5121,34.0,76.0
2009,5121,17.0,68.0
2010,5121,49.0,75.0
2011,5121,54.0,71.0
2012,5121,57.0,71.0
2013,5121,68.0,63.0
2014,5121,62.0,87.0
2015,5121,72.0,86.0
2016,5121,86.0,81.0
2006,5123,75.0,57.0
2007,5123,76.0,55.0
2008,5123,98.0,40.0
2009,5123,82.0,48.0
2010,5123,120.0,55.0
2011,5123,123.0,56.0
2012,5123,125.0,74.0
2013,5123,107.0,76.0
2014,5123,120.0,75.0
2015,5123,100.0,74.0
2016,5123,91.0,157.0
2006,5125,118.0,146.0
2007,5125,113.0,174.0
2008,5125,110.0,182.0
2009,5125,95.0,127.0
2010,5125,96.0,160.0
2011,5125,128.0,126.0
2012,5125,129.0,182.0
2013,5125,119.0,200.0
2014,5125,150.0,199.0
2015,5125,177.0,217.0
2016,5125,163.0,268.0
2006,5127,5.0,31.0
2007,5127,15.0,25.0
2008,5127,10.0,15.0
2009,5127,9.0,28.0
2010,5127,8.0,28.0
2011,5127,24.0,20.0
2012,5127,20.0,28.0
2013,5127,27.0,28.0
2014,5127,33.0,28.0
2015,5127,22.0,34.0
2016,5127,24.0,22.0
2006,5129,5.0,31.0
2007,5129,4.0,45.0
2008,5129,10.0,33.0
2009,5129,4.0,36.0
2010,5129,9.0,53.0
2011,5129,17.0,34.0
2012,5129,22.0,38.0
2013,5129,14.0,38.0
2014,5129,27.0,43.0
2015,5129,22.0,47.0
2016,5129,23.0,49.0
2006,5131,205.0,481.0
2007,5131,266.0,379.0
2008,5131,257.0,276.0
2009,5131,203.0,289.0
2010,5131,179.0,227.0
2011,5131,159.0,1141.0
2012,5131,154.0,294.0
2013,5131,210.0,299.0
2014,5131,244.0,324.0
2015,5131,212.0,310.0
2016,5131,287.0,346.0
2006,5133,27.0,116.0
2007,5133,29.0,95.0
2008,5133,22.0,105.0
2009,5133,24.0,123.0
2010,5133,43.0,103.0
2011,5133,29.0,92.0
2012,5133,42.0,101.0
2013,5133,31.0,67.0
2014,5133,44.0,74.0
2015,5133,45.0,69.0
2016,5133,63.0,84.0
2006,5135,15.0,49.0
2007,5135,14.0,39.0
2008,5135,12.0,38.0
2009,5135,6.0,26.0
2010,5135,7.0,47.0
2011,5135,22.0,53.0
2012,5135,16.0,52.0
2013,5135,12.0,45.0
2014,5135,24.0,49.0
2015,5135,35.0,51.0
2016,5135,28.0,60.0
2006,5137,25.0,96.0
2007,5137,16.0,94.0
2008,5137,28.0,71.0
2009,5137,13.0,64.0
2010,5137,30.0,78.0
2011,5137,22.0,63.0
2012,5137,19.0,76.0
2013,5137,38.0,62.0
2014,5137,38.0,59.0
2015,5137,43.0,64.0
2016,5137,48.0,65.0
2006,5139,67.0,167.0
2007,5139,68.0,213.0
2008,5139,67.0,159.0
2009,5139,48.0,141.0
2010,5139,62.0,177.0
2011,5139,79.0,143.0
2012,5139,81.0,147.0
2013,5139,69.0,137.0
2014,5139,72.0,116.0
2015,5139,113.0,149.0
2016,5139,124.0,172.0
2006,5141,25.0,71.0
2007,5141,32.0,75.0
2008,5141,20.0,71.0
2009,5141,18.0,47.0
2010,5141,39.0,52.0
2011,5141,47.0,57.0
2012,5141,42.0,64.0
2013,5141,58.0,62.0
2014,5141,46.0,44.0
2015,5141,46.0,49.0
2016,5141,30.0,51.0
2006,5143,351.0,507.0
2007,5143,335.0,380.0
2008,5143,296.0,308.0
2009,5143,336.0,317.0
2010,5143,320.0,308.0
2011,5143,306.0,388.0
2012,5143,393.0,409.0
2013,5143,353.0,481.0
2014,5143,445.0,482.0
2015,5143,497.0,550.0
2016,5143,448.0,723.0
2006,5145,123.0,387.0
